	mcwl [m]    	eta_mean [m]	No.waves    	Hmean [m]   	Tmean [s]   	Lmean [m]   	Hs [m]      	T_s [s]     	L_s [m]     	T_Hs [s]    	L_Hs [m]    	Hrms [m]    	Hrms_std [m]	Hmax [m]    	T_Hmax [s]  	Lmax [m]    	Sxx_TL2nd [J]	Sxx_TL_eta [J]	Sxx_P18 [J] 	Sxx_P22 [J] 	eta_TL2nd [m]	eta_P18 [m] 	eta_P22 [m] 	h0 [m]      	d [m]       	Hmean/h0    	Hs/h0       	Hrms/h0     
18	0.0096831763	-0.0068114283	111.0000000000	0.1020321226	2.4998355486	3.7438473699	0.1054503000	2.5178501589	3.7722601532	2.5414325452	3.8094390816	0.1020789670	0.1292664959	0.1084383470	2.5560483590	3.8324731476	17.8385529006	24.4611181467	20.4329657504	23.9746798138	-0.0041853908	-0.0039537130	-0.0040350296	0.2409660966	0.2341546683	0.4234293704	0.4376146748	0.4236237731
19	0.0023492362	-0.0048089529	111.0000000000	0.1030865362	2.4998475193	3.6769356799	0.1053597034	2.4982361887	3.6744440725	2.5208808289	3.7094524053	0.1031084986	0.1289355429	0.1074464941	2.4912387481	3.6636229819	18.2573341455	19.8659171793	20.3978712566	23.9335022744	-0.0043658614	-0.0039386041	-0.0040172958	0.2319651965	0.2271562436	0.4444051857	0.4542047901	0.4444998654
20	-0.0017146651	-0.0038216313	111.0000000000	0.1038078065	2.5003742374	3.6399028689	0.1066850690	2.5021750668	3.6426557458	2.5230345028	3.6745361038	0.1038392274	0.1288357999	0.1105334405	2.4996649349	3.6388185523	18.5414065979	17.6679671356	20.9142864856	24.5394294764	-0.0044932187	-0.0041696930	-0.0042885336	0.2269646965	0.2231430652	0.4573742440	0.4700513810	0.4575126836
21	0.0072283211	-0.0056052871	111.0000000000	0.1034869354	2.4999311857	3.6008999818	0.1059792997	2.4988678710	3.5992933214	2.5271028844	3.6419454260	0.1035148018	0.1304892880	0.1113792244	2.5100681997	3.6162153247	18.4535575625	21.5685448948	20.6384871082	24.2158248736	-0.0044529258	-0.0040433784	-0.0041402455	0.2219641964	0.2163589093	0.4662325594	0.4774612365	0.4663581040
22	0.0023894047	-0.0051924515	122.0000000000	0.1034704562	2.2768040977	3.1928936272	0.1160872357	2.5053090930	3.5306584482	2.5760182129	3.6348790887	0.1083105834	0.1409861458	0.1200539987	2.4591805656	3.4625977154	18.2667187952	20.6931854356	24.7630826399	29.0553502975	-0.0043652760	-0.0059746714	-0.0064073036	0.2119631963	0.2067707448	0.4881529341	0.5476763782	0.5109876870
23	-0.0014663670	-0.0043336036	111.0000000000	0.1159802785	2.4997536125	3.4825856589	0.1192328849	2.5015673030	3.4852276422	2.5423789813	3.5446557227	0.1160164996	0.1417602281	0.1238029297	2.5047052778	3.4897984980	23.2799282858	18.9528223430	26.1232900005	30.6513269339	-0.0068293762	-0.0066484661	-0.0071995533	0.2069626963	0.2026290927	0.5603921894	0.5761080960	0.5605672019
24	0.0073051123	-0.0056199467	111.0000000000	0.1242315558	2.4999606617	3.4424496572	0.1269886882	2.5006108959	3.4433848442	2.5323527834	3.4890245074	0.1242607510	0.1484704864	0.1312951542	2.4902742611	3.4285171390	26.7495762026	21.5072471329	29.6323327487	34.7686037584	-0.0085983912	-0.0084359509	-0.0093026547	0.2019621962	0.1963422495	0.6151228206	0.6287745460	0.6152673783
25	0.0025497115	-0.0058180485	122.0000000000	0.1104359258	2.2749051068	3.0477192977	0.1240326192	2.4783301024	3.3336731624	2.5392068973	3.4190462403	0.1154770085	0.1469433598	0.1279523229	2.5230321777	3.3963711076	20.9506884172	21.8884330008	28.2688145832	33.1687424442	-0.0055382954	-0.0077170210	-0.0084553155	0.1924612461	0.1866431976	0.5738086397	0.6444550355	0.6000013551
26	-0.0012306769	-0.0053256718	125.0000000000	0.1056855284	2.2192460878	2.9325036346	0.1214466906	2.4661888550	3.2751171704	2.5835230803	3.4373888815	0.1118426489	0.1437646343	0.1270281385	2.4914099257	3.3100227605	19.1563530917	20.9878076158	27.1023617480	31.8001044510	-0.0045587908	-0.0070727600	-0.0076963495	0.1874607461	0.1821350743	0.5637741799	0.6478513139	0.5966190322
27	0.0070395789	-0.0067108568	111.0000000000	0.1247021941	2.5002346926	3.2794238629	0.1280929294	2.5043844193	3.2850847596	2.5556737511	3.3550223353	0.1247399259	0.1504875729	0.1330762898	2.5409254092	3.3349171292	27.1069800305	23.4603051257	30.1499143836	35.3758995434	-0.0089943515	-0.0087966483	-0.0097260617	0.1824602460	0.1757493892	0.6834485694	0.7020319888	0.6836553642
28	0.0020502253	-0.0049745783	118.0000000000	0.1271526275	2.3516078352	2.9946413203	0.1392106344	2.4837348961	3.1699196254	2.5656026960	3.2783471249	0.1310331705	0.1591126593	0.1480975971	2.3997970597	3.0586124203	28.0801785190	20.4697782142	35.6107067391	41.7832292405	-0.0095668216	-0.0120052246	-0.0135110477	0.1724592459	0.1674846677	0.7372908703	0.8072088780	0.7597920876
29	-0.0011389550	-0.0049597495	111.0000000000	0.1297669025	2.5003287181	3.1470163747	0.1340967426	2.5007169932	3.1475230097	2.5716135083	3.2399856654	0.1298330234	0.1516578799	0.1385854662	2.5191862119	3.1716190885	29.4823666381	20.4454385199	33.0424486970	38.7698064711	-0.0104451783	-0.0103719712	-0.0115765423	0.1674587459	0.1624989964	0.7749186332	0.8007747932	0.7753134822
30	0.0054257857	-0.0067424534	111.0000000000	0.1307813218	2.4997883629	3.1006781156	0.1344735448	2.4921711776	3.0908930500	2.5558274012	3.1726350130	0.1308282316	0.1531781607	0.1402567772	2.4696403059	3.0619436823	29.9881472511	23.2844319470	33.2284034146	38.9879933398	-0.0107738713	-0.0104927618	-0.0117193651	0.1624582458	0.1557157925	0.8050149820	0.8277421940	0.8053037317
31	0.0026555877	-0.0060903393	111.0000000000	0.1317805214	2.5000335904	3.0073188684	0.1362874738	2.4984677002	3.0053723805	2.5258945234	3.0394597698	0.1318467982	0.1480586546	0.1430032727	2.4990957693	3.0061531098	30.5371988396	22.2892770249	34.1308929422	40.0469143855	-0.0111432211	-0.0110987480	-0.0124361746	0.1524572457	0.1463669064	0.8643768998	0.8939389735	0.8648116239
32	-0.0004318850	-0.0055298300	111.0000000000	0.1291548038	2.5000567232	2.9592349802	0.1341427719	2.4999595279	2.9591162233	2.5258777324	2.9907789666	0.1292317038	0.1441667437	0.1410594551	2.4887135057	2.9453744331	29.3751435582	21.4852692901	33.0651365270	38.7964268584	-0.0103041340	-0.0103294377	-0.0115248954	0.1474567457	0.1419269157	0.8758826411	0.9097092933	0.8764041497
33	0.0051289732	-0.0068798110	111.0000000000	0.1304356887	2.5003151281	2.9105264055	0.1354563209	2.5039712376	2.9149147277	2.5251682313	2.9403530725	0.1305169552	0.1435828934	0.1431479315	2.4938222643	2.9027327292	30.0045339620	23.3629723119	33.7158659958	39.5599494351	-0.0107723881	-0.0108136569	-0.0120980426	0.1424562456	0.1355764346	0.9156193059	0.9508626338	0.9161897719
34	0.0025833990	-0.0075262721	113.0000000000	0.1147398049	2.4554490823	2.7271966917	0.1215907882	2.4961781006	2.7737477620	2.5233598915	2.8048033231	0.1156978814	0.1265916433	0.1283282927	2.5024751450	2.7809430418	23.2734179400	24.2219089562	27.1667142706	31.8756114108	-0.0055565987	-0.0057372767	-0.0060830707	0.1294549455	0.1219286734	0.8863300234	0.9392517815	0.8937308728
35	-0.0000642677	-0.0069962083	146.0000000000	0.0880955967	1.9153005684	2.0680436412	0.1168022386	2.3761683416	2.5866601747	2.5069403851	2.7331881213	0.0986481169	0.1201014049	0.1257630175	2.4738718108	2.6961556830	13.4116307357	23.5885229328	25.0690629140	29.4143671524	0.0025652635	-0.0040071931	-0.0040474163	0.1244544454	0.1174582371	0.7078541581	0.9385139932	0.7926443815
36	0.0040300778	-0.0081008175	211.0000000000	0.0615480720	1.3252180836	1.3688964407	0.1128028078	2.2007458524	2.3428751602	2.2391756046	2.3851552506	0.0808144755	0.1165968866	0.1210354179	2.1615093203	2.2996824490	6.1465957686	24.8600529770	23.3816732522	27.4344966159	0.0084014895	-0.0025776937	-0.0023695766	0.1194539454	0.1113531279	0.5152452001	0.9443204859	0.6765324930
37	0.0024188255	-0.0079451055	116.0000000000	0.0910441969	2.3931211266	2.4479533297	0.0989861533	2.4995161837	2.5595586093	2.5793969678	2.6432773895	0.0930145717	0.0980887828	0.1037638194	2.4178747466	2.4739298439	14.7161838403	24.6901272395	18.0046491510	21.1254550038	0.0015622745	0.0021167184	0.0031287429	0.1094529453	0.1015078398	0.8318113021	0.9043717651	0.8498133279
38	0.0000685248	-0.0073376175	113.0000000000	0.0832338347	2.4554065411	2.4566059864	0.0890045300	2.5144880993	2.5170928474	2.5826029949	2.5867891567	0.0840613862	0.0887422958	0.0941330968	2.4871431386	2.4891014960	12.3394547041	24.0858006045	14.5566014082	17.0797456523	0.0037468279	0.0052702171	0.0067955869	0.1044524452	0.0971148277	0.7968586514	0.8521057579	0.8047814105
39	0.0029886835	-0.0092577028	121.0000000000	0.0598546851	2.2938383975	2.2369508648	0.0696872754	2.4890106086	2.4319890371	2.5868884854	2.5296710039	0.0623697918	0.0761233488	0.0777762676	2.4916221393	2.4345963680	6.3628642619	25.9132298182	8.9236543135	10.4704210611	0.0093831351	0.0105086916	0.0128577867	0.0994519452	0.0901942423	0.6018452933	0.7007130459	0.6271349613
40	0.0019837234	-0.0005062164	115.0000000000	0.0747594519	2.4119350891	2.2360727604	0.0913673281	2.4732634658	2.2941019506	2.5720878896	2.3875518004	0.0766338940	0.0814922267	0.1092057741	2.6242702889	2.4368695979	9.9898573467	18.1776096921	15.3397265334	17.9986124659	0.0059826308	0.0045548470	0.0060180597	0.0894509451	0.0889447287	0.8357592181	1.0214238431	0.8567141903
41	0.0000603490	0.0022545304	115.0000000000	0.0843832116	2.4130299461	2.1749476314	0.1001823453	2.4660444412	2.2236617973	2.5752215576	2.3239230256	0.0864309734	0.0863718538	0.1178252679	2.4577544775	2.2160455967	12.7474755977	15.7711350816	18.4424305408	21.6391185013	0.0030341490	0.0011870086	0.0021270272	0.0844504450	0.0867049754	0.9992038707	1.1862855813	1.0234519587
42	0.0032165167	0.0033176737	115.0000000000	0.0917798740	2.4129801642	2.1120617196	0.1032251763	2.5035666531	2.1927938058	2.5762732945	2.2575549726	0.0936293495	0.0912115904	0.1125773222	2.4762838666	2.1684844299	15.1031231906	14.8677553942	19.5797451441	22.9735676358	0.0002866076	-0.0001681258	0.0005542665	0.0795499550	0.0828676287	1.1537388552	1.2976145159	1.1769880890
43	0.0016567652	0.0049401301	119.0000000000	0.0698356220	2.3323834561	1.8964677735	0.0825984751	2.4449676477	1.9895372596	2.5657917532	2.0893454262	0.0720800649	0.0758602765	0.0926619518	2.4493131779	1.9931281827	8.7610906854	13.5501284693	12.5366016780	14.7096126355	0.0083923377	0.0088852581	0.0110811071	0.0685488549	0.0734889850	1.0187715332	1.2049577674	1.0515137714
44	-0.0002566432	0.0062779990	115.0000000000	0.0609438757	2.4133450266	1.8915327664	0.0714761150	2.4541089340	1.9239505301	2.5748540342	2.0199306602	0.0621280754	0.0687099417	0.0841368910	2.4171640350	1.8945701908	6.6924908577	12.5865872838	9.3876663511	11.0148618519	0.0111356994	0.0130347691	0.0158156073	0.0635483548	0.0698263538	0.9590157891	1.1247516197	0.9776504132
45	0.0035356412	0.0060883600	113.0000000000	0.0517229562	2.4556060347	1.8488828594	0.0589810073	2.4817693917	1.8688390672	2.5819992252	1.9452657403	0.0524079299	0.0631098496	0.0679656949	2.3906731375	1.7993428995	4.8309715574	12.7163594453	6.3923440038	7.5003502978	0.0136790438	0.0170257164	0.0203342411	0.0585478548	0.0646362148	0.8834304249	1.0073982647	0.8951298062
