run_time,tipo,target,model,r2,rmse,n_test
2025-09-10T15:41:36,Reg,28,linear,0.999988116991414,0.0008149214416787766,24
2025-09-10T15:41:36,Reg,28,tree,0.969442759858815,0.04132468986721184,24
